spec_power_1.5,spec_power_3.0,spec_power_6.0,spec_power_12.0,spec_power_24.0,spec_power_48.0,spec_power_96.0,spec_power_192.0,spec_power_384.0,doc,no3,tn,tp
-0.5528043079277505,-0.5971446376861261,-0.5720746898080841,-0.37608148392512547,-0.31923853104618044,-0.6519839420566429,-0.6452947425179338,0.09863233608261938,0.8800748190724628,3.73,0.0,1488.0,215.3375
-0.16276162368227146,-0.19371273871663205,-0.23012210485318454,-0.31989368173437416,-0.24882514548934945,-0.30830983952109986,-0.3680016947683009,0.28133722311895165,0.8439628971675089,3.25,2.76723,3125.0,356.8869
-0.5802134200876565,-0.6275553496429629,-0.6318008522578523,-0.5711592145512429,-0.32958636560769194,0.981862428880711,2.3289298408940944,1.8899947993352,0.9664992057460658,0.98,0.03907,54.0,12.0238
0.09561990838812223,0.8821138458875536,2.057996596355153,2.6766413876208413,2.8127971292676035,2.1101475652672286,0.5559679821560598,-1.082540924387064,-4.831750947116086,10.21,2.27886,5144.0,974.719
-0.5776484241582223,-0.6354715718661886,-0.6827111078776421,-0.6171539157618382,-0.31402769332817937,-0.1539265203305323,-0.4626846267868525,0.16354469857365686,0.8930589307018922,9.11,0.40202,1975.0,307.0494
-0.5947286440048128,-0.6651704119193553,-0.7397351933361239,-0.7840212191326008,-0.8795690954292671,-0.9565846648789912,-0.867834782624801,-0.8519533974351061,-0.17149802798215064,0.77,0.0196,74.0,30.0
3.1670542488579545,2.766579605388779,2.008148709484532,0.7280032307838287,-0.1635597423184068,-0.06952145018591423,0.3225006351836855,0.8457104521332464,-0.3011748469531535,2.12,0.02555,255.0,18.745
-0.43274711343110667,-0.45404384740442505,-0.29839886794327797,-0.2103935431940313,-0.49895491166586264,-0.5190536829232709,0.06457934819967683,1.2478837095107524,0.49279040992208384,0.74,0.1106,158.0,29.0
-0.49794585473642583,-0.47535545578216093,-0.44796818663346394,-0.5096902673596962,-0.5210677905560075,-0.3658247478783752,-0.5870906234868322,-1.3641818861926205,-0.9129541301963072,6.72,0.3612,661.0,20.0
0.2718722941546596,0.24950095812419512,0.3144315028344757,0.14107270855287188,0.3216798763310563,0.5259968096855541,-0.21145459742042036,0.3403762233338827,0.5642112782384858,2.73,0.00839,189.0,24.8875
0.5511523290339956,1.1844921271512934,1.2522467578223693,0.9389363590002072,1.8228283822684974,1.0517849399420676,-0.3448643925097593,0.6874902247920474,0.3335384292725563,10.9,0.3934,1434.0,122.0
-0.2713506345719847,-0.2831944024143538,-0.23199693365636076,-0.26043296618101697,-0.4047184449839085,0.0004722831747707161,-0.5494299903157337,-1.1002222591153645,-0.41623339650817215,2.54,0.06506,158.0,9.9688
-0.5721194053510585,-0.6109802272654702,-0.6476039961313864,-0.7132126149612439,-0.7952801824331609,-0.8302818014401672,-0.9596584517275493,-1.009228857926765,-0.07452306422850798,7.0,0.08179,399.0,29.3913
-0.5662304592618138,-0.6177190078651237,-0.6717961135779335,-0.6419008504224687,-0.4721606334452669,-0.44117384627336076,-0.8605563617727827,-0.7871751948744539,0.2232686999206023,7.54,0.05653,1083.0,79.07
-0.5813848240543433,-0.6299701030402838,-0.6433161691842351,-0.6339031312178136,-0.5529743866460093,0.046363551576778586,1.2142267639832869,1.1163952695227186,1.0127343478845032,1.13,0.00857,145.0,1.2344
-0.5157530539236244,-0.548070203262238,-0.5975732009348353,-0.5343716237017369,-0.40392909816016737,0.12884621232719598,0.75751386191954,1.3924162333316064,0.6155134891085385,3.34,0.19943,866.0,293.6513
-0.14986794305988113,0.20870397158554438,0.8268648057974943,1.280840284227614,1.8422315499755297,1.359623572757397,0.804856128491285,1.5678677982673401,0.40467690772304143,11.64,0.0714,384.0,16.0
-0.5647648762404128,-0.6121712826517728,-0.6473147397009866,-0.6005941838486097,-0.45402706692197653,-0.41448746887570825,0.4612569109313687,1.1380776809481543,1.0513252796263761,2.11,0.58724,874.0,41.9544
-0.545168989885568,-0.6175093839711717,-0.6731931047195701,-0.6518238250823902,-0.7111222995896008,-0.8164276354237083,-0.34470979703104804,0.5034583952603182,0.9111647365329064,1.42,0.12458,315.0,23.8463
-0.42043936471166193,-0.4915734254719427,-0.6265484104897815,-0.6293259744851951,-0.6003822511254817,-0.7712859166012462,-0.808535362453506,-0.7043603586130976,-0.04331601817295906,1.85,0.1742,347.0,64.2894
1.2052656673964621,2.7001820537117855,3.3653008043477945,4.585332029377206,6.088156874015309,3.408701506077234,1.7053074188715291,1.8179242835992837,0.3615201440735326,9.28,0.0,826.0,127.8425
-0.3927469518322089,-0.4639923899193234,-0.41892192906509684,-0.3581427947626166,-0.17155184946042523,-0.20053994210101275,0.05630902877447795,0.4018703611671938,0.9102029437602215,0.66,0.01051,68.0,17.4038
-0.1971903014801041,-0.23806927613581552,-0.3378621257599826,-0.4853452752852821,-0.6649751911791718,-0.8291487225356615,-0.6161393331030196,-1.0005634252174147,-1.067899187592487,3.24,0.25772,451.0,14.6175
0.9301527571901941,0.7176845823040021,0.3779608883971499,0.071936770490475,-0.3107284846714332,-0.7083971404766216,-0.6298355705431905,-1.0002401678701027,-1.7359214478553566,3.74,0.5544,798.0,25.0
-0.2577324877852301,-0.09881784369282132,0.01752474618850476,-0.10028618946334025,-0.32678782246051774,0.12172880137259744,-0.08721857459810002,-1.3853624346297955,-2.2074195152462424,1.88,1.687,1840.0,112.0
-0.40066063711966826,-0.38392046044172,-0.38897910830085386,-0.43461723227300814,-0.448672154273595,-0.2719004197860164,0.3350582227288257,-0.5007831608765501,-0.27944250218068456,0.26,0.0163,2158.0,41.5881
-0.26066953835318224,-0.28159742808292415,-0.2715321877083441,-0.3397673757581914,-0.3855124984803388,-0.6884664713591649,-0.7339389559118681,-0.8095325760312271,0.1779603491776305,2.21,0.5138,684.0,18.0
-0.3502817667795721,-0.41266556381206176,-0.5364551041614927,-0.5789978284613824,-0.6366049162321373,-0.7022618492298514,-0.8239057820112692,-0.798158749618233,0.08668886942296286,1.59,1.91298,2059.0,101.3513
-0.10180354935641642,-0.17664176405216217,-0.1833106247910318,-0.08597418624525564,-0.471208260838549,-0.33838708601517936,-0.40742500899077716,0.10867364817157728,0.7801221158801721,1.16,0.02854,123.0,4.1325
-0.32244285411067203,-0.34288824377657146,-0.34666252536857883,-0.3668662020525543,-0.5514029451135871,-0.7215565341358268,-0.7847521066700945,-0.23469316195785592,0.6013295263791905,2.28,0.03087,172.0,34.91
0.025719228169878858,-0.02855992357068503,-0.1134374189867894,-0.4510881854783604,-0.35088685266487984,-0.13872854881085223,-0.6218407336395054,-0.47030691548757164,0.4209644419864146,16.63,0.01071,670.0,64.0625
-0.5489868892472078,-0.6054913976797619,-0.6462998585485542,-0.7158617874972457,-0.8123231681383347,-0.9116191328180098,-0.8560222802326953,-0.40859558148045616,0.5543420699813947,0.97,0.1106,203.0,23.0
-0.5462044720508826,-0.5824328494640009,-0.5745943919348101,-0.44730009846388147,-0.1349993374288128,0.10983964427038828,0.7224589008240622,0.7625403945501854,-0.4591607549439928,3.3,0.01781,340.0,43.5988
-0.5153309956822928,-0.5658113261568446,-0.6085268213641273,-0.6758767816346543,-0.7139973399507695,-0.9140468718328055,-0.9307448380510787,-0.5990317938600961,0.38268260168179086,5.02,0.4802,1735.0,462.0
-0.4457745280952591,-0.5185737004057915,-0.3824615603649319,-0.25600293921940726,-0.20625585404058275,0.593771959671933,1.180709179531967,1.6081778582546262,0.3457710223516655,0.91,0.0196,56.0,38.0
-0.5587166992963167,-0.6075178513598638,-0.6735054909092745,-0.640267113235091,-0.37821454469484966,0.23091030895770012,0.9014158672668128,0.7388614758836801,0.9180834542329569,1.29,0.0294,134.0,19.0
-0.5806938011134298,-0.6254703162842089,-0.6520405571989497,-0.6498073169582497,-0.4020917269593951,0.35514392921014615,0.9828809736347094,1.4708447646177782,0.7304873475301751,1.8,0.0,271.0,19.2163
0.06528360177164796,0.23426526127492697,0.25982256286129796,-0.1375619843793791,-0.4790484060165062,-0.28709675847364907,-0.39721687782423354,-1.1167963024018035,-1.1163550997164675,5.66,0.31936,1023.0,131.4663
-0.031684316871867596,0.24914589292266176,0.05566827428815018,-0.0552743882545565,1.0627685899045782,1.783373409521748,1.5395830958821974,1.7151436201739587,0.2658358383091604,6.65,31.0562,33350.0,98.0
